ApplStandard,MEPSComp,N-Standard,Model_No,Family Name,avg_pwr_standby_mode,Brand,C-Dehumid_Rated,Configuration1,Configuration2,Configuration2-unitmount,Configuration3_Sink,Configuration3_Source,Country,C-Power_Inp_Rated,C-Sens_Cool_Rated,C-Total Cool Rated,Depth,H2_COP,H2_HeatPwrCapacity,H2_HeatPwrInput,Height,H-Power_Inp_Rated,H-Total Heat Rated,indoorType,EERtestAvg,COPtestAvg,Invert,Setting_cool,Setting_heat,Pnoc,Pnoh,VSCP_EER50,VSCP_COP50,eermepslev,TestedOutputEER,TestedOutputCOP,AnnualOutputEER,AnnualOutputCOP,PL_EERMEPS,PL_COPMEPS,sri2010_cool,sri2010_heat,Star2010_Cool,Star2010_Heat,outdoortype,Phase,Refrigerant,Sold_in,Submit_ID,ExpDate,GrandDate,SubmitStatus,Type,Width,Product Class,Demand Response 1,Demand Response 2,Demand Response 4,Demand Response 5,Demand Response 6,Demand Response 7,PartNumber,EER,Availability Status,star2000_cool,star2000_heat,Product Website,Representative Brand URL,Variable Output Compressor,Star Image Large,Star Image Small,Registration Number,Is variable speed,Type variable output,Var output compressor,Variable output rated as fixed sp,No HSPF,Rated Total Cool Capacity W,Rated cooling power input kW,Have T1 half cap results,T1_half_cap_power_rated,T1_half_cap_cooling_cap_rated,Have T1 min cap results,T1_min_cap_power_rated,T1_min_cap_cooling_cap_rated,Have low temp cool full cap results,Low temp cooling full cap power rated,Low temp cooling full cap rated,Have low temp cool half cap results,Low temp cooling half cap power rated,Low temp cooling half cap rated,Have low temp cool min cap results,Low temp cooling min cap power rated,Low temp cooling min cap rated,Rated Heating Capacity watts,Rated heating power input kW,H1_half_cap_power_rated,H1_half_cap_heat_cap_rated,Have H1 min cap results,H1_min_cap_power_rated,H1_min_cap_heat_cap_rated,Have H2 extended mode results,H2_ext_cap_power_rated,H2_ext_cap_heat_cap_rated,Have H2 full mode results,H2_full_cap_power_rated,H2_full_cap_heat_cap_rated,Have H2 half capacity results,H2_half_cap_power_rated,H2_half_cap_heat_cap_rated,Have H2 min capacity results,H2_min_cap_power_rated,H2_min_cap_heat_cap_rated,Have H3 extended mode results,H3_ext_cap_power_rated,H3_ext_cap_heat_cap_rated,Have H3 full mode results,H3_full_cap_power_rated,H3_full_cap_heat_cap_rated,Have H3 half capacity results,H3_half_cap_power_rated,H3_half_cap_heat_cap_rated,indoor_sound_level,outdoor_sound_level,Residential TCSPF_cold,Residential TCSPF_mixed,Residential TCSPF_hot,Commercial TCSPF_cold,Commercial TCSPF_mixed,Commercial TCSPF_hot,Residential tcec_cold,Residential tcec_mixed,Residential tcec_hot,Commercial tcec_cold,Commercial tcec_mixed,Commercial tcec_hot,c_star_cold,c_star_mixed,c_star_hot,Residential HSPF_cold,Residential HSPF_mixed,Residential HSPF_hot,Commercial HSPF_cold,Commercial HSPF_mixed,Commercial HSPF_hot,Residential thec_cold,Residential thec_mixed,Residential thec_hot,Commercial thec_cold,Commercial thec_mixed,Commercial thec_hot,h_star_cold,h_star_mixed,h_star_hot,Outdoor unit only,Have_water_tank,Rated cool power input with water,Rated cool cap with water W,Rated cool cap with water kW,Residential tcec_cold with water,Residential tcec_mixed with water,Residential tcec_hot with water,PIA inoperative power,Rated AEER,Rated ACOP
AS/NZS 3823.2:2013 [Non Multi-Split],NZ MEPS April 2013,AS/NZS 3823.1.1:2012,RAS-B13UFV-A & RAS-13SAVR-A2,,,TOSHIBA,1.05,Non Ducted,Single Split System,Wall Hung,Air,Air,Thailand,1.02,2.45,3.5,220,0,0,0,600,1.16,4.1,Calorimeter Room,3.4126,3.5395,TRUE,54.8,,5.22,5.22,4.266666667,4.444444444,,,,3.354214784,3.486668908,,,2.2084,2.4733,2,2,Calorimeter Room,Single,R410A,"Fiji,New Zealand",108323,21/06/2117,,Approved,Reverse Cycle,700,Class 3,FALSE,,FALSE,,,,,3.4126,Available,,,http://www.toshiba-carrier.co.th,http://www.toshibaheatpumps.com,TRUE,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/aircon_rating_2_2.png,ZAC0532,,Variable output compressor,Inverter,,,,1.02,,,,,,,,,,,,,,,,,1.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.373,3.4815
AS/NZS 3823.2:2013 [Non Multi-Split],NZ MEPS April 2013,AS/NZS 3823.1.1:2012,RAS-B16UFV-A & RAS-16UAVR-A,,,TOSHIBA,1,Non Ducted,Single Split System,Floor Mounted,Air,Air,Thailand,1.45,3.5,4.5,220,0,0,0,600,1.43,5,Calorimeter Room,3.243,3.4968,TRUE,0,,5,5,4.03015873,5.075630252,,,,3.204322339,3.454662013,,,1.9086,2.4093,1.5,2,Calorimeter Room,Single,R410A,"Fiji,New Zealand",108324,22/06/2117,,Approved,Reverse Cycle,700,Class 4,FALSE,,FALSE,,,,,3.243,Available,,,http://www.toshiba-carrier.co.th,http://www.toshibaheatpumps.com,TRUE,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/aircon_rating_1.5_2.png,ZAC0533,,Variable output compressor,Inverter,,,,1.45,,,,,,,,,,,,,,,,,1.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0677,3.4557
[SEER Non Multi-Split <=65kW] GEMS (Air Conditioners up to 65kW) Determination 2019,MEPS Oct 2011,AS/NZS 3823.1.1:2012,KS09,,,KADEN,0.1,Non Ducted,Single Split System,Wall Hung,Air,Air,China,0.6,2.5,2.6,193,0,0,0,302,0.65,2.8,Calorimeter Room,4.3946,4.4496,TRUE,0,,1,1,0,0,,,,4.369697173,4.425665998,,,4.2394,4.3513,4,4,Calorimeter Room,Single,R410A,Australia,108346,30/06/2022,,Approved,Reverse Cycle,805,Class 3,TRUE,TRUE,,TRUE,TRUE,TRUE,,4.3946,Available,,,http://www.midea.com/global/,https://www.metalflex.com.au/products/brands/kaden/,TRUE,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/aircon_rating_4_4.png,AAC2682,,Variable output compressor,Inverter,,,,0.6,,,,,,,,,,,,,,,,,0.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.3091,4.2854
[SEER Non Multi-Split <=65kW] GEMS (Air Conditioners up to 65kW) Determination 2019,MEPS Oct 2011,AS/NZS 3823.1.1:2012,KS12 Outdoor / KS12 Indoor,,,KADEN,0.26,Non Ducted,Single Split System,Wall Hung,Air,Air,China,0.87,3.24,3.5,222,0,0,0,964,0.87,3.8,Calorimeter Room,4.0804,4.3543,TRUE,0,,1,1,0,0,,,,4.064408275,4.33689726,,,3.6288,4.1738,3.5,4,Calorimeter Room,Single,R410A,Australia,108386,10/07/2022,,Approved,Reverse Cycle,325,Class 3,TRUE,TRUE,,TRUE,TRUE,TRUE,,4.0804,Available,,,http://www.midea.com/global/,https://www.metalflex.com.au/products/brands/kaden/,TRUE,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/aircon_rating_3.5_4.png,AAC2694,,Variable output compressor,Inverter,,,,0.87,,,,,,,,,,,,,,,,,0.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0074,4.3509
[SEER Non Multi-Split <=65kW] GEMS (Air Conditioners up to 65kW) Determination 2019,MEPS Oct 2011,AS/NZS 3823.1.1:2012,KS18,,,KADEN,1,Non Ducted,Single Split System,Wall Hung,Air,Air,China,1.35,4,5,222,0,0,0,325,1.35,5.1,Calorimeter Room,3.7383,3.8208,TRUE,0,,1,1,0,0,,,,3.728741946,3.811024099,,,2.9575,3.122,2.5,3,Calorimeter Room,Single,R410A,Australia,108389,30/06/2022,,Approved,Reverse Cycle,964,Class 4,TRUE,TRUE,,TRUE,TRUE,TRUE,,3.7383,Available,,,http://www.midea.com/global/,https://www.metalflex.com.au/products/brands/kaden/,TRUE,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/aircon_rating_2.5_3.png,AAC2681,,Variable output compressor,Inverter,,,,1.35,,,,,,,,,,,,,,,,,1.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.6945,3.7683
[SEER Non Multi-Split <=65kW] GEMS (Air Conditioners up to 65kW) Determination 2019,MEPS Oct 2011,AS/NZS 3823.1.1:2012,KS24 Outdoor / KS24 Indoor,,,KADEN,1.3,Non Ducted,Single Split System,Wall Hung,Air,Air,China,1.98,5.7,7,232,0,0,0,342,2.1,7.5,Calorimeter Room,3.5076,3.6382,TRUE,0,,1,1,0,0,,,,3.501598282,3.632261376,,,2.5032,2.7645,2.5,2.5,Calorimeter Room,Single,R410A,Australia,108390,10/07/2022,,Approved,Reverse Cycle,1106,Class 4,TRUE,TRUE,,TRUE,TRUE,TRUE,,3.5076,Available,,,http://www.midea.com/global/,https://www.metalflex.com.au/products/brands/kaden/,TRUE,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/aircon_rating_2.5_2.5.png,AAC2695,,Variable output compressor,Inverter,,,,1.98,,,,,,,,,,,,,,,,,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5293,3.5657
[SEER Non Multi-Split <=65kW] GEMS (Air Conditioners up to 65kW) Determination 2019,MEPS Oct 2011,AS/NZS 3823.1.1:2012,KS28,,,KADEN,2,Non Ducted,Single Split System,Wall Hung,Air,Air,China,2.4,6,8,232,0,0,0,342,2.4,8.1,Calorimeter Room,3.4024,3.3783,TRUE,0,,1,1,0,0,,,,3.39744313,3.373456347,,,2.2949,2.2469,2,2,Calorimeter Room,Single,R410A,Australia,108391,30/06/2022,,Approved,Reverse Cycle,1106,Class 4,TRUE,TRUE,,TRUE,TRUE,TRUE,,3.4024,Available,,,http://www.midea.com/global/,https://www.metalflex.com.au/products/brands/kaden/,TRUE,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/aircon_rating_2_2.png,AAC2680,,Variable output compressor,Inverter,,,,2.4,,,,,,,,,,,,,,,,,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.3286,3.3703
[SEER Non Multi-Split <=65kW] GEMS (Air Conditioners up to 65kW) Determination 2019,MEPS Oct 2011,AS/NZS 3823.1.1:2012,CS-25V3A-1CZ-W3/CS-25V3A-Y4Z,,,CHIGO,0.4,Non Ducted,Single Split System,Wall Hung,Air,Air,China,0.66,2.1,2.5,,0,0,0,,0.67,2.7,Calorimeter Room,3.8977,4.0654,TRUE,0,,0.017,0.017,0,0,,,,3.897354456,4.064991408,,,3.2947,3.63,3,3.5,Calorimeter Room,Single,R410A,"Australia,Fiji,New Zealand",108402,11/09/2022,,Approved,Reverse Cycle,,Class 3,FALSE,,FALSE,,,,,3.8977,Available,,,,,TRUE,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/aircon_rating_3_3.5.png,AAC2814,,Variable output compressor,,,,,0.66,,,,,,,,,,,,,,,,,0.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.7875,4.0295
[SEER Multi-Split <=65kW] GEMS (Air Conditioners up to 65kW) Determination 2019,,AS/NZS 3823.1.4:2012,4MKM68RVMA / CTKM25RVMA / CTKM20RVMA,,,DAIKIN,0,Non Ducted,Multiple split - Fixed head,,Air,Air,Thailand,1.67,6.8,6.8,,0,0,0,,0,0,Calorimeter Room,4.7273,0,TRUE,0,,6.6,0,0,0,,,,4.657043754,0,,,,,,,Calorimeter Room,Single,R32,"Australia,Fiji,New Zealand",108436,27/07/2022,,Approved,Cooling Only,,Class 9,FALSE,,TRUE,,,,BRP070A46,4.7273,Available,,,http://www.daikin.com.au/,http://www.daikin.com.au,TRUE,,,AAC2733,,"Variable output compressor,Thermostatic expansion value",Inverter,,,,1.67,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0182,0
[SEER Multi-Split <=65kW] GEMS (Air Conditioners up to 65kW) Determination 2019,,AS/NZS 3823.1.4:2012,FDC224KXZRE1 / FDT56KXE6F,,,MITSUBISHI HEAVY INDUSTRIES,0.88,Non Ducted,Multiple split - VRF,,Air,Air,Thailand,5.47,21.52,22.4,,0,0,0,,4.94,22.4,Enthalpy Test Room,3.8945,4.2798,TRUE,0,,42,55,0,0,,,,3.79839248,4.131685251,,,,,,,Enthalpy Test Room,Three,R410A,"Australia,Fiji,New Zealand",108442,25/07/2022,,Approved,Reverse Cycle,,Class 11,FALSE,,FALSE,,,,,3.8945,Available,,,http://www.mhiaa.com.au/,http://www.mhi.net.au,TRUE,,,AAC2732,,Variable output compressor,Inverter,,,,5.47,,,,,,,,,,,,,,,,,4.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.9915,4.37
[SEER Multi-Split <=65kW] GEMS (Air Conditioners up to 65kW) Determination 2019,,AS/NZS 3823.1.4:2012,FDC228KXZRE1 / FDT71KXE6F / FDT71KXE6F / FDT71KXE6F / FDT71KXE6F,,,MITSUBISHI HEAVY INDUSTRIES,1.1,Non Ducted,Multiple split - VRF,,Air,Air,Thailand,7.7,26.9,28,,0,0,0,,6.51,28,Enthalpy Test Room,3.4759,4.0508,TRUE,0,,42,55,0,0,,,,3.414859195,3.941062506,,,,,,,Enthalpy Test Room,Single,R410A,"Australia,Fiji,New Zealand",108446,06/07/2022,,Approved,Reverse Cycle,,Class 11,FALSE,,FALSE,,,,,3.4759,Available,,,http://www.mhiaa.com.au/,http://www.mhi.net.au,TRUE,,,AAC2691,,Variable output compressor,Inverter,,,,7.7,,,,,,,,,,,,,,,,,6.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5705,4.1817
[SEER Multi-Split <=65kW] GEMS (Air Conditioners up to 65kW) Determination 2019,,AS/NZS 3823.3:2002,FDC335KXZRE1,,,MITSUBISHI HEAVY INDUSTRIES,1.32,Non Ducted,Multiple split - VRF,,Air,Air,Thailand,10,32.18,33.5,,0,0,0,,8.48,33.5,,3.7352,4.1041,TRUE,0,,40.5,40.5,0,0,,,,3.679132475,4.036574246,,,,,,,,Three,R410A,"Australia,Fiji,New Zealand",108447,04/07/2022,,Approved,Reverse Cycle,,Class 11,FALSE,,FALSE,,,,,3.7352,Available,,,http://www.mhiaa.com.au/,http://www.mhi.net.au,TRUE,,,AAC2685,,Variable output compressor,Inverter,,,,10,,,,,,,,,,,,,,,,,8.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.3048,3.8877
[SEER Non Multi-Split <=65kW] GEMS (Air Conditioners up to 65kW) Determination 2019,MEPS Oct 2011,AS/NZS 3823.1.1:2012,MSY-GN25VF/MUY-GN25VF,,,MITSUBISHI ELECTRIC,0.27,Non Ducted,Single Split System,Wall Hung,Air,,Thailand,0.58,2.23,2.5,232,0,0,0,290,0,0,Calorimeter Room,4.4291,0,TRUE,0,,4,0,0,0,,,,4.327833378,0,,,4.1557,0,4,0,Calorimeter Room,Single,R32,"Australia,New Zealand",108476,12/07/2022,,Approved,Cooling Only,799,Class 3,FALSE,,FALSE,,,,,4.4291,Available,,,http://www.MitsubishiElectric.com.au/,,TRUE,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Blue_EnergyStarRating_4_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Blue_EnergyStarRating_4_Star.png,AAC2707,,Variable output compressor,Inverter,,,,0.58,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.2122,0
[SEER Non Multi-Split <=65kW] GEMS (Air Conditioners up to 65kW) Determination 2019,MEPS Oct 2011,AS/NZS 3823.1.1:2012,MSY-GN35VF/MUY-GN35VF,,,MITSUBISHI ELECTRIC,0.75,Non Ducted,Single Split System,Wall Hung,Air,,Thailand,0.89,2.75,3.5,232,0,0,0,290,0,0,Calorimeter Room,3.8618,0,TRUE,0,,4,0,0,0,,,,3.8054283,0,,,3.1109,0,3,0,Calorimeter Room,Single,R32,"Australia,New Zealand",108502,10/07/2022,,Approved,Cooling Only,799,Class 3,FALSE,,FALSE,,,,,3.8618,Available,,,http://www.MitsubishiElectric.com.au/,,TRUE,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Blue_EnergyStarRating_3_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Blue_EnergyStarRating_3_Star.png,AAC2697,,Variable output compressor,Inverter,,,,0.89,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.8737,0
[SEER Non Multi-Split <=65kW] GEMS (Air Conditioners up to 65kW) Determination 2019,MEPS Oct 2011,AS/NZS 3823.1.1:2012,MSY-GN42VF/MUY-GN42VF,,,MITSUBISHI ELECTRIC,0.96,Non Ducted,Single Split System,Wall Hung,Air,,Thailand,1.18,3.24,4.2,232,0,0,0,290,0,0,Calorimeter Room,3.593,0,TRUE,0,,4,0,0,0,,,,3.550870379,0,,,2.6017,0,2.5,0,Calorimeter Room,Single,R32,"Australia,New Zealand",108503,12/07/2022,,Approved,Cooling Only,799,Class 4,FALSE,,FALSE,,,,,3.593,Available,,,http://www.MitsubishiElectric.com.au/,,TRUE,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Blue_EnergyStarRating_2.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Blue_EnergyStarRating_2.5_Star.png,AAC2708,,Variable output compressor,Inverter,,,,1.18,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.519,0
[SEER Non Multi-Split <=65kW] GEMS (Air Conditioners up to 65kW) Determination 2019,MEPS Oct 2011,AS/NZS 3823.1.1:2012,MSY-GN50VF/MUY-GN50VF,,,MITSUBISHI ELECTRIC,0.68,Non Ducted,Single Split System,Wall Hung,Air,,Thailand,1.25,4.12,4.8,250,0,0,0,305,0,0,Calorimeter Room,3.8191,0,TRUE,0,,4,0,0,0,,,,3.77815797,0,,,3.0563,0,3,0,Calorimeter Room,Single,R32,"Australia,New Zealand",108505,10/07/2022,,Approved,Cooling Only,923,Class 4,FALSE,,FALSE,,,,,3.8191,Available,,,http://www.MitsubishiElectric.com.au/,,TRUE,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Blue_EnergyStarRating_3_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Blue_EnergyStarRating_3_Star.png,AAC2698,,Variable output compressor,Inverter,,,,1.25,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.7989,0
[SEER Non Multi-Split <=65kW] GEMS (Air Conditioners up to 65kW) Determination 2019,MEPS Oct 2011,AS/NZS 3823.1.1:2012,MSY-GN60VF/MUY-GN60VF,,,MITSUBISHI ELECTRIC,1.57,Non Ducted,Single Split System,Wall Hung,Air,,Thailand,1.58,4.43,6,250,0,0,0,305,0,0,Calorimeter Room,3.829,0,TRUE,0,,4,0,0,0,,,,3.796636889,0,,,3.0933,0,3,0,Calorimeter Room,Single,R32,"Australia,New Zealand",108512,13/07/2022,,Approved,Cooling Only,923,Class 4,FALSE,,FALSE,,,,,3.829,Available,,,http://www.MitsubishiElectric.com.au/,,TRUE,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Blue_EnergyStarRating_3_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Blue_EnergyStarRating_3_Star.png,AAC2711,,Variable output compressor,Inverter,,,,1.58,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.7652,0
[SEER Non Multi-Split <=65kW] GEMS (Air Conditioners up to 65kW) Determination 2019,MEPS Oct 2011,AS/NZS 3823.1.1:2012,MSY-GN71VF/MUY-GN71VF,,,MITSUBISHI ELECTRIC,2.32,Non Ducted,Single Split System,Wall Hung,Air,,Thailand,1.84,4.78,7.1,238,0,0,0,325,0,0,Calorimeter Room,3.8716,0,TRUE,0,,6,0,0,0,,,,3.829347569,0,,,3.1587,0,3,0,Calorimeter Room,Single,R32,"Australia,New Zealand",108514,12/07/2022,,Approved,Cooling Only,1100,Class 4,FALSE,,FALSE,,,,,3.8716,Available,,,http://www.MitsubishiElectric.com.au/,,TRUE,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Blue_EnergyStarRating_3_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Blue_EnergyStarRating_3_Star.png,AAC2709,,Variable output compressor,Inverter,,,,1.84,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.8166,0
[SEER Non Multi-Split <=65kW] GEMS (Air Conditioners up to 65kW) Determination 2019,MEPS Oct 2011,AS/NZS 3823.1.1:2012,MSY-GN80VF/MUY-GN80VF,,,MITSUBISHI ELECTRIC,2.32,Non Ducted,Single Split System,Wall Hung,Air,,Thailand,2.31,5.68,8,238,0,0,0,325,0,0,Calorimeter Room,3.5243,0,TRUE,0,,6,0,0,0,,,,3.493815349,0,,,2.4876,0,2,0,Calorimeter Room,Single,R32,"Australia,New Zealand",108516,10/07/2022,,Approved,Cooling Only,1100,Class 4,FALSE,,FALSE,,,,,3.5243,Available,,,http://www.MitsubishiElectric.com.au/,,TRUE,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Blue_EnergyStarRating_2_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Blue_EnergyStarRating_2_Star.png,AAC2699,,Variable output compressor,Inverter,,,,2.31,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.4331,0
[SEER Multi-Split <=65kW] GEMS (Air Conditioners up to 65kW) Determination 2019,,AS/NZS 3823.3:2002,FDC400KXZRE1 / FDT28KXE6F,,,MITSUBISHI HEAVY INDUSTRIES,1.57,Non Ducted,Multiple split - VRF,,Air,Air,Thailand,11.97,38.43,40,,0,0,0,,10.18,40,,3.747,3.9296,TRUE,0,,73.5,73.5,0,0,,,,3.661954072,3.836048898,,,,,,,,Three,R410A,"Australia,Fiji,New Zealand",108543,25/07/2022,,Approved,Reverse Cycle,,Class 12,FALSE,,FALSE,,,,,3.747,Available,,,http://www.mhiaa.com.au/,http://www.mhi.net.au,FALSE,,,AAC2728,,,,,,,11.97,,,,,,,,,,,,,,,,,10.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2737,3.8357
[SEER Multi-Split <=65kW] GEMS (Air Conditioners up to 65kW) Determination 2019,,AS/NZS 3823.3:2002,FDC450KXZRE1,,,MITSUBISHI HEAVY INDUSTRIES,1.77,Non Ducted,Multiple split - VRF,,Air,Air,Thailand,14.93,43.23,45,,0,0,0,,11.86,45,,3.6049,3.7403,TRUE,0,,73.5,73.5,0,0,,,,3.534580007,3.664888753,,,,,,,,Three,R410A,"Australia,Fiji",108561,11/07/2022,,Approved,Reverse Cycle,,Class 12,FALSE,,FALSE,,,,,3.6049,Available,,,http://www.mhiaa.com.au/,http://www.mhi.net.au,FALSE,,,AAC2700,,,,,,,14.93,,,,,,,,,,,,,,,,,11.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.9647,3.7164
[SEER Multi-Split <=65kW] GEMS (Air Conditioners up to 65kW) Determination 2019,,AS/NZS 3823.3:2002,FDC475KXZRE1/ FDT28KXE6F,,,MITSUBISHI HEAVY INDUSTRIES,1.87,Non Ducted,Multiple split - VRF,,Air,Air,Thailand,15.33,45.63,47.5,,0,0,0,,12.09,47.5,,3.5047,3.8685,TRUE,0,,73.5,73.5,0,0,,,,3.442010075,3.792414854,,,,,,,,Three,R410A,"Australia,Fiji,New Zealand",108562,17/07/2022,,Approved,Reverse Cycle,,Class 12,FALSE,,FALSE,,,,,3.5047,Available,,,http://www.mhiaa.com.au/,http://www.mhi.net.au,FALSE,,,AAC2712,,,,,,,15.33,,,,,,,,,,,,,,,,,12.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0491,3.8498
[SEER Multi-Split <=65kW] GEMS (Air Conditioners up to 65kW) Determination 2019,,AS/NZS 3823.3:2002,FDC500KXZRE1,,,MITSUBISHI HEAVY INDUSTRIES,1.96,Non Ducted,Multiple split - VRF,,Air,Air,Thailand,15.73,48.04,50,,0,0,0,,12.71,50,,3.4317,3.8481,TRUE,0,,73.5,73.5,0,0,,,,3.374329992,3.776125255,,,,,,,,Three,R410A,"Australia,Fiji,New Zealand",108564,11/07/2022,,Approved,Reverse Cycle,,Class 12,FALSE,,FALSE,,,,,3.4317,Available,,,http://www.mhiaa.com.au/,http://www.mhi.net.au,TRUE,,,AAC2701,,"Variable output compressor,Multiple compressors",Inverter,,,,15.73,,,,,,,,,,,,,,,,,12.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.1292,3.8585
[SEER Multi-Split <=65kW] GEMS (Air Conditioners up to 65kW) Determination 2019,,AS/NZS 3823.3:2002,FDC560KXZRE1,,,MITSUBISHI HEAVY INDUSTRIES,2.2,Non Ducted,Multiple split - VRF,,Air,Air,Thailand,18.91,53.8,56,,0,0,0,,14.93,56,,3.2935,3.649,TRUE,0,,73.5,73.5,0,0,,,,3.246140724,3.591477236,,,,,,,,Three,R410A,"Australia,Fiji,New Zealand",108565,11/07/2022,,Approved,Reverse Cycle,,Class 12,FALSE,,FALSE,,,,,3.2935,Available,,,http://www.mhiaa.com.au/,http://www.mhi.net.au,TRUE,,,AAC2702,,"Variable output compressor,Multiple compressors",Inverter,,,,18.91,,,,,,,,,,,,,,,,,14.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.923,3.6894
